originalTitle,world_revenue,distributor,opening_theaters,budget,MPAA,release_days,startYear,runtimeMinutes,genres_y,averageRating,numVotes,ordering,category,primaryName
Blind Eyes Opened,234505,Fathom Events,0.0,36758.0,R,344,2020,115.0,Documentary,7.3,46,8,cinematographer,Jeffrey Carter
Nobody,57510518,Universal Pictures,2460.0,16000000.0,R,287,2021,92.0,"Action,Crime,Drama",7.4,259029,9,producer,Kelly McCormick
See How They Run,21966634,Walt Disney Studios Motion Pictures,2404.0,260000000.0,PG-13,136,2022,98.0,"Comedy,Crime,Mystery",6.5,46954,9,composer,Daniel Pemberton
Pig,3889432,Neon,552.0,30000000.0,R,169,2019,80.0,Drama,7.4,30,3,cinematographer,Shalva Sokurashvili
First Man,105697415,Universal Pictures,3640.0,59000000.0,PG-13,446,2018,141.0,"Biography,Drama,History",7.3,191027,9,producer,Wyck Godfrey
Yellow Rose,367849,Stage 6 Films,900.0,63738.0,PG-13,91,2019,94.0,"Drama,Music",6.6,1211,9,producer,Rey Cuerdo
Infinite Storm,1707067,Bleecker Street Media,1525.0,1600542.0,R,311,2022,97.0,"Drama,Thriller",5.2,5900,9,producer,Jenny Halper
The Green Knight,18888418,A24,2790.0,20022491.0,R,155,2021,130.0,"Adventure,Drama,Fantasy",6.6,103286,9,producer,James M. Johnston
Johnny English Strikes Again,158970776,Universal Pictures,544.0,25000000.0,PG,70,2018,89.0,"Action,Adventure,Comedy",6.2,76020,9,producer,Eric Fellner
The Water Man,383234,RLJE Films,311.0,200000.0,PG,239,2020,91.0,"Adventure,Drama,Family",5.5,4125,9,composer,Peter Baert
The Meg,530243742,Warner Bros.,4118.0,130000000.0,PG-13,147,2018,113.0,"Action,Horror,Sci-Fi",5.6,174265,9,writer,Steve Alten
Vanguard,50866901,Gravitas Ventures,1375.0,5866901.0,PG-13,49,2020,107.0,"Action,Adventure,Comedy",4.7,5920,9,producer,Baolin Zhou
John Wick: Chapter 3 - Parabellum,327777335,Lionsgate,3850.0,75000000.0,R,229,2019,130.0,"Action,Crime,Thriller",7.4,350579,9,writer,Marc Abrams
The Biggest Little Farm,5248412,Neon,5.0,5248412.0,PG,236,2018,91.0,Documentary,8.0,8010,9,cinematographer,Benji Lanpher
Replicas,9330075,Entertainment Studios Motion Pictures,2329.0,9330075.0,PG-13,355,2018,107.0,"Drama,Sci-Fi,Thriller",5.4,39447,9,producer,Mark Gao
Fighting with My Family,41503392,Metro-Goldwyn-Mayer (MGM),4.0,11000000.0,PG-13,321,2019,108.0,"Biography,Comedy,Drama",7.1,82826,9,composer,Vik Sharma
Long Weekend,1018532,Stage 6 Films,814.0,500000.0,R,301,2021,91.0,"Comedy,Romance",6.1,1617,9,producer,Audrey Rosenberg
Dream Horse,6572790,Bleecker Street Media,1254.0,6600000.0,PG,225,2020,113.0,"Biography,Comedy,Drama",6.9,5805,9,composer,Benjamin Woodgates
Fantasy Island,49447308,Sony Pictures Entertainment (SPE),2784.0,7000000.0,PG-13,322,2020,109.0,"Fantasy,Horror,Mystery",4.9,53883,9,producer,Jason Blum
Hellboy,55064690,Lionsgate,3303.0,50000000.0,R,264,2019,120.0,"Action,Adventure,Fantasy",5.2,92149,9,producer,Carl Hampe
Zola,4998097,A24,1468.0,5000000.0,R,185,2020,86.0,"Comedy,Crime,Drama",6.5,15083,9,writer,Andrew Neel
Titane,4982335,Neon,562.0,6100000.0,R,92,2021,108.0,"Drama,Horror,Sci-Fi",6.6,47619,9,producer,Amaury Ovise
Happy Death Day 2U,64600152,Universal Pictures,3207.0,9000000.0,PG-13,324,2019,100.0,"Comedy,Horror,Mystery",6.2,76907,9,cinematographer,Toby Oliver
UglyDolls,32450241,STX Entertainment,3652.0,32450241.0,PG,243,2019,87.0,"Adventure,Animation,Comedy",5.1,7089,9,writer,Sun-Min Kim
Stillwater,19754272,Focus Features,2531.0,17243702.0,R,155,2018,92.0,"Mystery,Thriller",5.1,661,9,composer,Bill Appleberry
Shang-Chi and the Legend of the Ten Rings,432243292,Walt Disney Studios Motion Pictures,4300.0,432224634.0,PG-13,126,2021,132.0,"Action,Adventure,Fantasy",7.4,386859,9,writer,Jim Starlin
Deadpool 2,734546611,Twentieth Century Fox,4349.0,110000000.0,R,228,2018,119.0,"Action,Adventure,Comedy",7.7,589362,9,writer,Fabian Nicieza
Marry Me,50458060,Universal Pictures,3642.0,23000000.0,PG-13,353,2022,112.0,"Comedy,Music,Romance",6.1,33524,9,writer,Bobby Crosby
Death Wish,49562710,Metro-Goldwyn-Mayer (MGM),2847.0,30000000.0,R,305,2018,107.0,"Action,Crime,Drama",6.3,73214,9,producer,Roger Birnbaum
Sicario: Day of the Soldado,75837743,Sony Pictures Entertainment (SPE),3055.0,35000000.0,R,186,2018,122.0,"Action,Crime,Drama",7.0,151511,9,producer,Trent Luckinbill
Won't You Be My Neighbor?,22844741,Focus Features,29.0,25000000.0,PG-13,207,2018,95.0,"Biography,Documentary",8.3,26092,9,cinematographer,Graham Willoughby
100% Wolf,9642701,Viva Pictures,0.0,15000000.0,PG,449,2020,96.0,"Adventure,Animation,Comedy",5.6,1980,9,producer,Alexia Gates-Foale
After We Collided,47990414,Open Road Films (II),460.0,14000000.0,R,77,2020,105.0,"Drama,Romance",5.0,33179,9,producer,Nicolas Chartier
The Lighthouse,18129854,A24,8.0,18129854.0,R,441,2019,109.0,"Comedy,Drama,Fantasy",7.4,222205,9,producer,Rodrigo Teixeira
Cuando sea joven,2028077,Pantelion Films,315.0,5000000.0,PG,129,2022,120.0,Comedy,7.4,227,9,producer,Ben Odell
HIT: The 2nd Case,742389,Tolly Movies,280.0,742389.0,R,59,2022,150.0,"Action,Crime,Drama",7.2,4232,9,editor,Garry Bh
Voyagers,4298184,Lionsgate,1972.0,29000000.0,PG-13,267,2021,108.0,"Adventure,Sci-Fi,Thriller",5.4,22621,9,cinematographer,Enrique Chediak
Prey for the Devil,44589668,Lionsgate,2980.0,43995977.0,PG-13,94,2022,93.0,"Horror,Thriller",5.2,9791,9,producer,Paul Brooks
Fantastic Fungi,1877675,Area 23a,1.0,547246.0,R,469,2019,81.0,Documentary,7.4,9693,9,composer,Adam Peters
BlacKkKlansman,93400823,Focus Features,1512.0,15000000.0,R,509,2018,135.0,"Biography,Comedy,Crime",7.5,268222,9,writer,Ron Stallworth
Sarileru Neekevvaru,37389889,Great India Films,300.0,9054525.0,R,357,2020,169.0,"Action,Comedy,Drama",5.8,8177,9,writer,Rafi Warsi
House of Gucci,153266022,United Artists Releasing,3477.0,147474138.0,R,432,2021,158.0,"Biography,Crime,Drama",6.6,139573,9,producer,Giannina Facio
The Goldfinch,9932621,Warner Bros.,2542.0,45000000.0,R,110,2019,149.0,Drama,6.4,24330,9,producer,Brad Simpson
Doctor Strange in the Multiverse of Madness,955775804,Walt Disney Studios Motion Pictures,4534.0,190000000.0,PG-13,269,2022,126.0,"Action,Adventure,Fantasy",6.9,422116,9,producer,Kevin Feige
Chaos Walking,26508132,Lionsgate,1980.0,27072169.0,PG-13,302,2021,109.0,"Action,Adventure,Fantasy",5.7,50144,9,producer,Allison Shearmur
Fantastic Beasts: The Secrets of Dumbledore,406950844,Warner Bros.,4208.0,200000000.0,PG-13,290,2022,142.0,"Adventure,Family,Fantasy",6.2,144769,9,producer,Tim Lewis
Echo in the Canyon,3355324,Greenwich Entertainment,2.0,3355324.0,PG-13,222,2018,82.0,"Documentary,Music",7.0,3646,9,cinematographer,Kyle Kibbe
Tulsa,413378,Pryor Entertainment,191.0,92746.0,PG-13,140,2020,120.0,"Comedy,Drama",6.0,774,9,composer,Will Musser
Ghostbusters: Afterlife,204334455,Sony Pictures Entertainment (SPE),4315.0,203614138.0,PG-13,437,2021,124.0,"Adventure,Comedy,Fantasy",7.1,185760,9,writer,Harold Ramis
Vikram Vedha,8234166,Reliance Entertainment,558.0,591618.0,R,122,2022,160.0,"Action,Crime,Drama",7.1,17256,9,producer,Bhushan Kumar
God's Country,493679,IFC Films,785.0,493679.0,R,136,2022,102.0,Thriller,5.6,2440,9,producer,Halee Bernard
Last Night in Soho,22957625,Focus Features,3016.0,22876948.0,R,70,2021,116.0,"Drama,Horror,Mystery",7.1,142474,9,producer,Nira Park
The Hunt,10550350,Universal Pictures,3028.0,14000000.0,R,294,2020,90.0,"Action,Horror,Thriller",6.5,116863,9,composer,Nathan Barr
Dog,84774243,United Artists Releasing,3677.0,15000000.0,PG-13,346,2022,83.0,"Drama,Thriller",8.2,7,9,actor,Daniel Cisio
Lifemark,5492391,Fathom Events,1531.0,5324402.0,PG-13,143,2022,120.0,Drama,5.9,764,9,composer,Kyle McCuiston
Deep in the Heart: A Texas Wildlife Story,480240,Fin and Fur Films,69.0,480240.0,PG,241,2022,101.0,Documentary,7.6,177,9,cinematographer,Skip Hobbie
Ready or Not,57615777,Fox Searchlight,2855.0,6000000.0,R,133,2020,95.0,Documentary,7.1,13,4,editor,David Bartner
Love and Monsters,1122066,Paramount Pictures,387.0,30000000.0,PG-13,84,2020,109.0,"Action,Adventure,Comedy",6.9,130448,9,producer,Shawn Levy
Mary Queen of Scots,46712809,Focus Features,4.0,46712809.0,R,390,2018,124.0,"Biography,Drama,History",6.3,51803,9,producer,Eric Fellner
Truth or Dare,95330493,Universal Pictures,3029.0,3500000.0,PG-13,263,2018,92.0,"Comedy,Drama,Romance",4.0,6,9,producer,Jera Wang
The Last Full Measure,3364426,Roadside Attractions,614.0,20000000.0,R,343,2019,116.0,"Drama,War",6.8,12357,9,producer,Nicholas Cafritz
Jathi Ratnalu,731273,Flyhigh Cinemas,130.0,30000.0,R,295,2021,145.0,Comedy,7.3,7567,9,editor,Abhinav Danda
God's Not Dead: A Light in Darkness,7414178,Pure Flix Entertainment,1693.0,20000.0,PG,277,2018,105.0,Drama,4.4,4149,9,producer,David A.R. White
The Jesus Music,1016725,Lionsgate,249.0,1016725.0,PG-13,92,2021,109.0,Documentary,7.3,487,9,producer,Josh Walsh
Mission: Impossible - Fallout,791115104,Paramount Pictures,4386.0,178000000.0,PG-13,158,2018,147.0,"Action,Adventure,Thriller",7.7,337197,9,composer,Lorne Balfe
The Many Saints of Newark,13037403,Warner Bros.,3181.0,12732039.0,R,98,2021,120.0,"Crime,Drama",6.3,55836,9,cinematographer,Kramer Morgenthau
Spell,500104,Paramount Pictures,369.0,500104.0,R,70,2018,87.0,"Comedy,Drama,Thriller",6.0,646,9,composer,Patrick Stump
Baaghi 3,16726510,FIP,265.0,17983889.0,R,301,2020,143.0,"Action,Adventure,Thriller",2.1,12872,9,writer,Tasha Bhambra
Tully,15636462,Focus Features,1353.0,12500000.0,R,242,2018,95.0,"Comedy,Drama,Mystery",6.9,60267,9,producer,Aaron L. Gilbert
Clerks III,4717597,Fathom Events,0.0,4737955.0,R,136,2022,100.0,"Comedy,Drama",6.3,11324,9,cinematographer,Learan Kahanov
Mortal Engines,83672673,Universal Pictures,3103.0,125000000.0,PG-13,383,2018,128.0,"Action,Adventure,Fantasy",6.1,128705,9,writer,Philip Reeve
Bharat,33185983,Viva Pictures,311.0,35261263.0,Not Rated,210,2019,150.0,"Action,Comedy,Drama",4.7,31417,9,producer,Hetvi Karia
47 Meters Down: Uncaged,47582563,Entertainment Studios Motion Pictures,2853.0,12000000.0,PG-13,140,2019,90.0,"Adventure,Drama,Horror",5.0,27250,9,producer,Mark Lane
The Turning,19428166,Universal Pictures,2571.0,14000000.0,PG-13,343,2020,94.0,"Drama,Horror,Mystery",3.9,14935,9,producer,Scott Bernstein
The Croods: A New Age,215905815,Universal Pictures,2211.0,214790246.0,PG,402,2020,95.0,"Adventure,Animation,Comedy",6.9,45413,9,writer,Bob Logan
Roadrunner: A Film About Anthony Bourdain,5489792,Focus Features,927.0,55000000.0,R,175,2021,119.0,Documentary,7.7,7912,9,cinematographer,Adam Beckman
True to the Game 3,1038255,Faith Media Distribution,440.0,1038255.0,R,35,2021,98.0,"Crime,Romance,Thriller",5.0,301,9,producer,Yolanda Halley
Unsane,14293601,Bleecker Street Media,2023.0,1500000.0,R,284,2018,98.0,"Drama,Horror,Mystery",6.4,47413,9,composer,David Wilder Savage
Tolkien,9090040,Fox Searchlight,1495.0,9090040.0,PG-13,236,2019,112.0,"Biography,Drama,Romance",6.8,42241,9,producer,David Ready
Antlers,18867659,Searchlight Pictures,2800.0,35680402.0,R,70,2021,99.0,"Drama,Horror,Mystery",5.9,39712,9,producer,Guillermo del Toro
I Feel Pretty,94539426,STX Entertainment,3440.0,32000000.0,PG-13,256,2018,110.0,"Comedy,Romance",5.6,54796,9,producer,Alissa Phillips
Judas and the Black Messiah,7478009,Warner Bros.,1888.0,26000000.0,R,329,2021,126.0,"Biography,Drama,History",7.4,82147,9,producer,Ryan Coogler
Isle of Dogs,64241499,Fox Searchlight,27.0,64200000.0,PG-13,284,2018,101.0,"Adventure,Animation,Comedy",7.8,172389,9,producer,Jeremy Dawson
Angel Has Fallen,146661977,Lionsgate,3286.0,40000000.0,R,131,2019,121.0,"Action,Thriller",6.4,100185,9,writer,Katrin Benedikt
The Angry Birds Movie 2,147792047,Sony Pictures Entertainment (SPE),3869.0,65000000.0,PG,143,2019,97.0,"Action,Adventure,Animation",6.4,30861,9,writer,Jonathon E. Stewart
Aftersun,3178120,A24,4.0,4286612.0,R,101,2022,102.0,Drama,7.8,28035,9,producer,Adele Romanski
Jackass Forever,80484161,Paramount Pictures,3604.0,10000000.0,R,360,2022,96.0,"Action,Comedy,Documentary",6.9,45120,9,writer,Sean Cliver
The Forgotten Carols,502252,Purdie Distribution,59.0,502252.0,R,407,2020,130.0,Musical,8.2,70,9,producer,Tyler Weston
Black Panther,1346913161,Walt Disney Studios Motion Pictures,4020.0,92836.0,PG-13,319,2018,134.0,"Action,Adventure,Sci-Fi",7.3,780405,9,producer,Kevin Feige
A Hidden Life,4622354,Fox Searchlight,5.0,8300000.0,PG-13,385,2019,174.0,"Biography,Drama,Romance",7.4,25195,9,producer,Josh Jeter
Here Today,2871327,Stage 6 Films,1200.0,2800000.0,PG-13,239,2021,93.0,"Comedy,Drama",6.7,4811,9,composer,Charlie Rosen
Terminator: Dark Fate,261119292,Paramount Pictures,4086.0,185000000.0,R,63,2019,128.0,"Action,Adventure,Sci-Fi",6.2,180772,9,writer,James Cameron
Bullet Train,239268602,Sony Pictures Entertainment (SPE),4357.0,88000000.0,R,178,2022,127.0,"Action,Comedy,Thriller",7.3,277179,9,producer,Kelly McCormick
12 Mighty Orphans,3713294,Sony Pictures Entertainment (SPE),132.0,3700000.0,PG-13,204,2021,118.0,"History,Sport",6.9,5870,9,producer,Brinton Bryan
Super Troopers 2,31626386,Twentieth Century Fox,2038.0,13500000.0,R,256,2018,100.0,"Comedy,Crime,Mystery",6.0,27054,9,editor,Spencer Houck
After Ever Happy,19155062,Fathom Events,239.0,12463628.0,R,145,2022,95.0,"Drama,Romance",4.5,6343,9,producer,Nicolas Chartier
Captain Marvel,1128274794,Walt Disney Studios Motion Pictures,4310.0,160000000.0,PG-13,299,2019,123.0,"Action,Adventure,Sci-Fi",6.8,565846,9,writer,Meg LeFauve
Fatale,7031289,Lionsgate,1107.0,7000000.0,R,379,2020,102.0,Thriller,5.4,11491,9,cinematographer,Dante Spinotti
Bones and All,14534907,United Artists Releasing,2727.0,14122340.0,R,68,2022,131.0,"Drama,Horror,Romance",6.9,31053,9,producer,Lorenzo Mieli
Redeeming Love,9464198,Universal Pictures,1903.0,140000000.0,PG-13,374,2022,134.0,"Drama,Romance",6.7,8250,9,producer,Vlokkie Gordon
The New Mutants,49169594,20th Century Studios,2412.0,44608247.0,PG-13,133,2020,94.0,"Action,Horror,Mystery",5.3,81768,9,producer,Lauren Shuler Donner
Booksmart,24959607,United Artists Releasing,2505.0,6000000.0,R,222,2019,102.0,Comedy,7.1,121776,9,writer,Katie Silberman
Possessor,911180,Neon,320.0,750000.0,R,91,2020,103.0,"Horror,Mystery,Sci-Fi",6.5,38140,9,producer,Andrew Starke
Gotti,6412349,Vertical Entertainment,503.0,6412349.0,R,200,2018,112.0,"Biography,Crime,Drama",4.7,15926,9,producer,Marc Fiore
Puss in Boots: The Last Wish,335725795,Universal Pictures,4099.0,130000000.0,PG,40,2022,102.0,"Adventure,Animation,Comedy",7.9,54076,9,writer,Tom Wheeler
Hitman's Wife's Bodyguard,70060492,Lionsgate,3331.0,67387455.0,R,199,2021,100.0,"Action,Comedy,Crime",6.1,95459,9,producer,Yariv Lerner
1917,384479940,Universal Pictures,11.0,95000000.0,R,373,2019,119.0,"Action,Drama,War",8.2,598936,9,producer,Brian Oliver
"Paul, Apostle of Christ",25915966,Affirm Films,1473.0,5000000.0,PG-13,284,2018,108.0,"Adventure,Biography,Drama",6.6,8861,9,cinematographer,Gerardo Madrazo
Crawl,91542097,Paramount Pictures,3170.0,13500000.0,R,173,2019,87.0,"Action,Adventure,Horror",6.1,86268,9,producer,Sam Raimi
Moonfall,67295363,Lionsgate,3446.0,146000000.0,PG-13,360,2022,130.0,"Action,Adventure,Sci-Fi",5.1,82884,9,cinematographer,Robby Baumgartner
Jay and Silent Bob Reboot,4691248,Saban Films,1.0,4691248.0,R,444,2019,105.0,"Action,Adventure,Comedy",5.6,26538,9,cinematographer,Yaron Levy
Indivisible,3589633,Pure Flix Entertainment,830.0,3589633.0,PG-13,432,2018,119.0,"Drama,War",5.8,1286,9,producer,Justin Tolley
Dolittle,251410631,Universal Pictures,4155.0,175000000.0,PG,350,2020,101.0,"Adventure,Comedy,Family",5.6,65960,9,writer,Hugh Lofting
Saint Michael Meet the Angel,643828,Fathom Events,0.0,2000000.0,R,123,2022,90.0,Documentary,7.4,19,8,cinematographer,Dawid Halota
Judy,45701880,Roadside Attractions,461.0,45987812.0,PG-13,462,2019,118.0,"Biography,Drama,Romance",6.8,51702,9,composer,Gabriel Yared
Crazy Rich Asians,238532921,Warner Bros.,3384.0,30000000.0,PG-13,504,2018,120.0,"Comedy,Drama,Romance",6.9,175753,9,producer,Nina Jacobson
Minari,15312445,A24,786.0,2000000.0,PG-13,323,2020,115.0,Drama,7.4,83587,9,composer,Emile Mosseri
The Intruder,36599361,Screen Gems,2222.0,8000000.0,PG-13,243,2019,102.0,"Horror,Thriller",5.6,18473,9,producer,Brad Kaplan
Alpha,99630675,Studio 8,2719.0,51000000.0,PG-13,140,2019,90.0,"Crime,Drama,Fantasy",5.9,68,9,producer,Esha Yousuf
Unsilenced,1198967,Zhen Pictures,34.0,1199000.0,R,374,2021,108.0,Drama,6.8,475,9,cinematographer,Stirling Bancroft
Hustlers,157563598,STX Entertainment,3250.0,20000000.0,R,476,2019,110.0,"Comedy,Crime,Drama",6.3,101996,9,producer,Elaine Goldsmith-Thomas
The 355,27827450,Universal Pictures,3145.0,65000000.0,PG-13,388,2022,122.0,"Action,Thriller",5.5,31026,9,cinematographer,Tim Maurice-Jones
"If I Can't Have Love, I Want Power",629926,IMAX,122.0,54647.0,R,129,2021,53.0,"Drama,Fantasy,Horror",6.4,1768,9,production_designer,David Baxa
Gangubai Kathiawadi,3271210,Paramount Pictures International,0.0,1800000000.0,R,332,2022,152.0,"Biography,Crime,Drama",7.8,56629,9,writer,Mitakshara Kumar
How to Train Your Dragon: The Hidden World,521799505,Universal Pictures,4259.0,129000000.0,PG,313,2019,104.0,"Action,Adventure,Animation",7.4,132505,9,composer,John Powell
Unplanned,21515607,Pure Flix Entertainment,1059.0,6000000.0,R,278,2019,109.0,"Biography,Drama",5.5,14147,9,producer,Joe Knopp
The Rescue,1060556,Greenwich Entertainment,9.0,1200000.0,PG,91,2020,139.0,"Action,Comedy,Drama",6.0,923,9,producer,Candy Leung
Little Women,218843645,Sony Pictures Entertainment (SPE),3308.0,40000000.0,PG,373,2018,112.0,"Drama,Family",5.3,1337,9,producer,Stephen Shimek
Tag,78130625,Warner Bros.,3382.0,28000000.0,R,200,2018,100.0,"Action,Comedy",6.5,136435,9,producer,Todd Garner
Vivo,783714,Fathom Events,300.0,1326371.0,R,280,2021,95.0,"Adventure,Animation,Comedy",6.7,19568,9,producer,Rich Moore
The Farewell,23076657,A24,4.0,23076657.0,PG,175,2019,100.0,"Comedy,Drama",7.5,65965,9,producer,Peter Saraf
Red Sparrow,151572634,Twentieth Century Fox,3056.0,69000000.0,R,305,2018,140.0,"Action,Drama,Thriller",6.6,189239,9,producer,David Ready
The Possession of Hannah Grace,43016528,Screen Gems,2065.0,7700000.0,R,397,2018,86.0,"Horror,Mystery,Thriller",5.2,23709,9,composer,John Frizzell
Palm Springs,1512871,Neon,66.0,98567.0,R,175,2020,90.0,"Comedy,Fantasy,Mystery",7.4,162930,9,producer,Dylan Sellers
Christopher Robin,197744377,Walt Disney Studios Motion Pictures,3602.0,75000000.0,PG,154,2018,104.0,"Adventure,Comedy,Drama",7.2,79438,9,writer,Tom McCarthy
The Last Duel,30552111,20th Century Studios,3065.0,30080003.0,R,84,2021,152.0,"Action,Drama,History",7.4,159543,9,producer,Jennifer Fox
Three Identical Strangers,13448497,Neon,5.0,3000000.0,PG-13,186,2018,96.0,"Biography,Documentary,Drama",7.6,36277,9,cinematographer,Tim Cragg
A Journal for Jordan,6682648,Sony Pictures Entertainment (SPE),2500.0,25000000.0,PG-13,401,2021,131.0,Drama,5.9,2214,9,producer,Todd Black
The Good House,2279835,Roadside Attractions,1061.0,2244388.0,R,122,2021,104.0,"Comedy,Drama",6.4,1684,9,producer,Jane Rosenthal
The Bad Guys,250162278,Universal Pictures,4008.0,75000000.0,PG,283,2022,100.0,"Adventure,Animation,Comedy",6.8,43461,9,writer,Hilary Winston
Paws of Fury: The Legend of Hank,42025197,Paramount Pictures,3475.0,45000000.0,PG,199,2022,98.0,"Action,Animation,Comedy",5.7,4750,9,writer,Nate Hopper
Padmaavat,22991060,Viva Pictures,326.0,25953338.0,R,341,2018,164.0,"Drama,History,Romance",7.0,33628,9,producer,Sudhanshu Vats
Breakthrough,50444358,Twentieth Century Fox,2824.0,14000000.0,PG,259,2019,116.0,"Biography,Drama",6.2,10203,9,composer,Marcelo Zarvos
Slender Man,51738549,Screen Gems,2358.0,10000000.0,PG-13,144,2018,93.0,"Horror,Mystery,Thriller",3.2,35262,9,producer,Robyn Meisinger
Blindspotting,5006989,Lionsgate,14.0,5006989.0,R,165,2018,95.0,"Comedy,Crime,Drama",7.4,31350,9,cinematographer,Robby Baumgartner
The First Purge,137056262,Universal Pictures,3031.0,13000000.0,R,181,2018,97.0,"Action,Horror,Sci-Fi",5.2,65357,9,producer,Andrew Form
The Kashmir Files,24821898,Zee Studios,230.0,2897105.0,R,318,2022,170.0,Drama,8.7,562555,9,composer,Rohit Sharma
Pet Sematary,113118226,Paramount Pictures,3585.0,21000000.0,R,271,2019,101.0,"Horror,Mystery,Thriller",5.7,93512,9,writer,Jeff Buhler
Jug Jugg Jeeyo,11467726,Moviegoer,318.0,520000000.0,R,220,2022,148.0,"Comedy,Drama,Family",6.1,37578,9,writer,Neeraj Udhwani
A Star Is Born,436188866,Warner Bros.,3686.0,36000000.0,R,453,2018,136.0,"Drama,Music,Romance",7.6,389403,9,writer,Joan Didion
God's Not Dead: We the People,1170367,Fathom Events,1463.0,2000000.0,PG,89,2021,110.0,Drama,4.1,1319,9,producer,Brent Ryan Green
Licorice Pizza,33271405,United Artists Releasing,4.0,40000000.0,R,430,2021,133.0,"Comedy,Drama,Romance",7.2,120152,9,cinematographer,Michael Bauman
Strange World,73435494,Walt Disney Studios Motion Pictures,4174.0,150000000.0,PG,68,2022,102.0,"Action,Adventure,Animation",5.6,32572,9,editor,Sarah K. Reimers
Spencer,24901028,Neon,996.0,18000000.0,R,63,2020,98.0,"Drama,Romance",8.1,7,6,composer,Stephen Amos
Everything Everywhere All at Once,105125007,A24,10.0,20000000.0,R,311,2022,139.0,"Action,Adventure,Comedy",8.0,305836,9,producer,Joe Russo
2 Hearts,1349286,Freestyle Releasing,1683.0,15000000.0,PG-13,84,2020,101.0,"Drama,Romance",6.3,6204,9,producer,Conrad Hool
The Grinch,511595957,Universal Pictures,4141.0,75000000.0,PG,418,2018,85.0,"Animation,Comedy,Family",6.4,76744,9,writer,Dr. Seuss
Aladdin,1050693953,Walt Disney Studios Motion Pictures,4476.0,183000000.0,PG,222,2020,104.0,"Drama,Musical,Romance",4.4,40,9,composer,Paul Vician
21 Bridges,49939757,STX Entertainment,2665.0,33000000.0,R,406,2019,99.0,"Action,Crime,Drama",6.6,69005,9,producer,Mike Larocca
A Madea Family Funeral,74747725,Lionsgate,2442.0,20000000.0,PG-13,306,2019,109.0,"Comedy,Drama",4.6,4660,9,cinematographer,Richard J. Vialet
She Dies Tomorrow,398663,Neon,24.0,63527.0,R,154,2020,86.0,"Drama,Fantasy,Horror",5.1,6570,9,composer,Mondo Boys
Wonder Woman 1984,169601036,Warner Bros.,2151.0,166360232.0,PG-13,378,2020,151.0,"Action,Adventure,Fantasy",5.4,271534,9,producer,Stephen Jones
Eighth Grade,14347433,A24,4.0,2000000.0,R,172,2018,93.0,"Comedy,Drama",7.4,77294,9,producer,Lila Yacoub
Kin,10313019,Lionsgate,2141.0,30000.0,PG-13,123,2018,102.0,"Action,Drama,Sci-Fi",5.8,17566,9,producer,Dan Cohen
The Invisible Man,144492724,Universal Pictures,3610.0,7000000.0,R,315,2018,124.0,"Horror,Thriller",4.7,31,2,writer,Rob Browning
Downton Abbey: A New Era,92601537,Focus Features,3820.0,40000000.0,PG,255,2022,124.0,"Drama,Romance",7.4,24073,9,composer,John Lunn
Anita,15017470,CMC Pictures,13.0,18500000.0,R,56,2021,137.0,"Biography,Drama,History",7.0,1040,9,producer,William Kong
Playing with Fire,69412425,Paramount Pictures,3125.0,29900000.0,PG,420,2019,96.0,"Comedy,Family",5.1,15112,9,producer,Sean Robins
Book Club,104438188,Paramount Pictures,2781.0,14100000.0,PG-13,228,2018,104.0,"Comedy,Drama,Romance",6.1,28833,9,composer,Peter Nashel
Shaft,21360215,Warner Bros.,2952.0,35000000.0,R,201,2019,111.0,"Action,Comedy,Crime",6.4,54836,9,producer,John Davis
Gold,14880939,The Weinstein Company,2166.0,6500000.0,R,339,2022,165.0,"Comedy,Drama,Thriller",4.6,1349,9,cinematographer,Anend C. Chandran
Inside Out,1236845,Walt Disney Pictures,442.0,175000000.0,PG,175,2018,95.0,Drama,8.4,9,9,actress,Andree Davidson
Miss Bala,15383580,Sony Pictures Entertainment (SPE),2203.0,15000000.0,PG-13,334,2019,104.0,"Action,Crime,Drama",5.8,11763,9,composer,Alex Heffes
I Heard the Bells,5679267,Fathom Events,1082.0,3000000.0,R,60,2022,110.0,Drama,7.5,390,9,editor,Jordan Graff
Ralph Breaks the Internet,529323962,Walt Disney Studios Motion Pictures,4017.0,175000000.0,PG,406,2018,112.0,"Adventure,Animation,Comedy",7.0,164807,9,writer,Josie Trinidad
Free Solo,29390279,National Geographic Entertainment,4.0,29390279.0,PG-13,460,2018,100.0,"Adventure,Documentary,Sport",8.1,70252,9,cinematographer,Clair Popkin
Super 30,24701637,Reliance Big Pictures,317.0,24701637.0,R,173,2019,154.0,"Biography,Drama",7.9,33523,9,producer,Sajid Nadiadwala
The Miracle Season,10230620,Mirror/LD Entertainment,1707.0,10279655.0,PG,270,2018,101.0,"Drama,Sport",6.5,5698,9,producer,Scott Holroyd
Harriet,43347017,Focus Features,2059.0,17000000.0,PG-13,427,2019,125.0,"Action,Biography,Drama",6.7,27907,9,composer,Terence Blanchard
Godzilla: King of the Monsters,386600138,Warner Bros.,4108.0,170000000.0,PG-13,215,2019,132.0,"Action,Adventure,Fantasy",6.0,186069,9,producer,Jon Jashni
Patterns of Evidence: The Red Sea Miracle,696191,Fathom Events,849.0,696191.0,R,318,2020,150.0,Documentary,6.2,90,9,self,Glen Fritz
